,Date,City,State,CompAddress,PartialAddress
1598,2022-10-08,Lubbock,Texas,"2300 block of 143rd St, Lubbock, Texas, USA","Lubbock, Texas, USA"
1599,2022-10-08,La Marque,Texas,"5500 block of Gulf Fwy, La Marque, Texas, USA","La Marque, Texas, USA"
1600,2022-10-08,West Memphis,Arkansas,"Garden Ln and Scottwood St, West Memphis, Arkansas, USA","West Memphis, Arkansas, USA"
1601,2022-10-08,Natchez,Mississippi,"320 N Dr Martin Luther King Junior St, Natchez, Mississippi, USA","Natchez, Mississippi, USA"
1602,2022-10-08,Philadelphia,Pennsylvania,"2000 block of Napfle Ave, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1603,2022-10-08,Merced,California,"655 W 18th St, Merced, California, USA","Merced, California, USA"
1604,2022-10-07,Oakland,California,"1600 block of 45th Ave, Oakland, California, USA","Oakland, California, USA"
1605,2022-10-07,Corpus Christi,Texas,"900 block of S Staples St, Corpus Christi, Texas, USA","Corpus Christi, Texas, USA"
1606,2022-10-07,Gustine (Santa Nella),California,"13193 CA-33, Gustine (Santa Nella), California, USA","Gustine (Santa Nella), California, USA"
1607,2022-10-07,Tucson,Arizona,"500 block of S 4th Ave, Tucson, Arizona, USA","Tucson, Arizona, USA"
1608,2022-10-07,Oklahoma City,Oklahoma,"8201 N Rockwell Ave, Oklahoma City, Oklahoma, USA","Oklahoma City, Oklahoma, USA"
1609,2022-10-07,Rome,Georgia,"116 Hosea St, Rome, Georgia, USA","Rome, Georgia, USA"
1610,2022-10-07,Columbia,Maryland,"10400 block of Hickory Ridge Rd, Columbia, Maryland, USA","Columbia, Maryland, USA"
1611,2022-10-07,Tucson,Arizona,"3301 S 6th Ave, Tucson, Arizona, USA","Tucson, Arizona, USA"
1612,2022-10-07,South Fulton,Georgia,"Shenfield Dr, South Fulton, Georgia, USA","South Fulton, Georgia, USA"
1613,2022-10-07,Antioch,Tennessee,"1100 block of Bell Rd, Antioch, Tennessee, USA","Antioch, Tennessee, USA"
1614,2022-10-07,Brooklyn,New York,"Albemarle Rd and Bedford Ave, Brooklyn, New York, USA","Brooklyn, New York, USA"
1615,2022-10-07,Durham,North Carolina,"1907 Cheek Rd, Durham, North Carolina, USA","Durham, North Carolina, USA"
1616,2022-10-07,Meherrin,Virginia,,"Meherrin, Virginia, USA"
1617,2022-10-07,Fort Worth,Texas,"1200 block of Jessamine St, Fort Worth, Texas, USA","Fort Worth, Texas, USA"
1618,2022-10-07,Littleton (Lakewood),Colorado,"3440 S Wadsworth Blvd, Littleton (Lakewood), Colorado, USA","Littleton (Lakewood), Colorado, USA"
1619,2022-10-07,Memphis,Tennessee,"3000 block of Goodwyn Cir, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
1620,2022-10-07,Kansas City,Missouri,"6700 block of S Benton Ave, Kansas City, Missouri, USA","Kansas City, Missouri, USA"
1621,2022-10-07,Rochester,New York,"1060 E Main St, Rochester, New York, USA","Rochester, New York, USA"
1622,2022-10-07,Chicago,Illinois,"800 block of Poplar Ln, Chicago, Illinois, USA","Chicago, Illinois, USA"
1623,2022-10-07,Concord,North Carolina,"International Dr NW and Poplar Tent Rd, Concord, North Carolina, USA","Concord, North Carolina, USA"
1624,2022-10-07,Detroit,Michigan,"21500 Fenkell Ave, Detroit, Michigan, USA","Detroit, Michigan, USA"
1625,2022-10-07,Detroit,Michigan,"14700 8 Mile Rd, Detroit, Michigan, USA","Detroit, Michigan, USA"
1626,2022-10-07,Essington (Tinicum Township),Pennsylvania,"8700 Essington Ave, Essington (Tinicum Township), Pennsylvania, USA","Essington (Tinicum Township), Pennsylvania, USA"
1627,2022-10-07,Stone Mountain,Georgia,"5170 Stone Mountain Hwy, Stone Mountain, Georgia, USA","Stone Mountain, Georgia, USA"
1628,2022-10-07,Columbus (Whitehall),Ohio,"4000 block of Beechbank Rd, Columbus (Whitehall), Ohio, USA","Columbus (Whitehall), Ohio, USA"
1629,2022-10-07,Dallas,Texas,"5900 block of Roseville Dr, Dallas, Texas, USA","Dallas, Texas, USA"
1630,2022-10-07,Black Canyon City,Arizona,"18000 block of School House Rd, Black Canyon City, Arizona, USA","Black Canyon City, Arizona, USA"
1631,2022-10-07,Hazleton,Pennsylvania,"S Fulton Ct and E Noble St, Hazleton, Pennsylvania, USA","Hazleton, Pennsylvania, USA"
1632,2022-10-07,Southampton,Pennsylvania,"606 Second Street Pike, Southampton, Pennsylvania, USA","Southampton, Pennsylvania, USA"
1633,2022-10-07,Tampa,Florida,"3700 block of Coral Dr, Tampa, Florida, USA","Tampa, Florida, USA"
1634,2022-10-07,Lorain,Ohio,"2604 Meister Rd, Lorain, Ohio, USA","Lorain, Ohio, USA"
1635,2022-10-07,Hazelton,Pennsylvania,"S Fulton Ct and E Noble St, Hazelton, Pennsylvania, USA","Hazelton, Pennsylvania, USA"
1636,2022-10-07,Atlanta,Georgia,"525 Joseph E Boone Blvd NW, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
1637,2022-10-07,Jacksonville,Florida,"10600 block of Fort Caroline Rd, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
1638,2022-10-07,Chester,Pennsylvania,"1400 block of Congress St, Chester, Pennsylvania, USA","Chester, Pennsylvania, USA"
1639,2022-10-07,Lansing,Illinois,"17675 Torrence Ave, Lansing, Illinois, USA","Lansing, Illinois, USA"
1640,2022-10-07,Norristown,Pennsylvania,"830 Arch St, Norristown, Pennsylvania, USA","Norristown, Pennsylvania, USA"
1641,2022-10-07,Denver,Colorado,"21500 block of E 44th St, Denver, Colorado, USA","Denver, Colorado, USA"
1642,2022-10-07,Phoenix,Arizona,"S 16th St and E Broadway Rd, Phoenix, Arizona, USA","Phoenix, Arizona, USA"
1643,2022-10-07,Philadelphia,Pennsylvania,"5500 block of Malcolm St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1644,2022-10-07,Conway,Arkansas,"US-64 and Salem Rd, Conway, Arkansas, USA","Conway, Arkansas, USA"
1645,2022-10-07,Homestead,Florida,"Biscayne Dr and SW 288th Ln, Homestead, Florida, USA","Homestead, Florida, USA"
1646,2022-10-07,Seattle,Washington,"1100 block of E Fir St, Seattle, Washington, USA","Seattle, Washington, USA"
1647,2022-10-07,Youngstown,Ohio,"50 block of E Evergreen Ave, Youngstown, Ohio, USA","Youngstown, Ohio, USA"
1648,2022-10-07,Nashville,Tennessee,"1100 block of Bell Rd, Nashville, Tennessee, USA","Nashville, Tennessee, USA"
1649,2022-10-07,Westminster,Colorado,"8390 Church Ranch Blvd, Westminster, Colorado, USA","Westminster, Colorado, USA"
1650,2022-10-07,Baton Rouge,Louisiana,"3100 block of Elm St, Baton Rouge, Louisiana, USA","Baton Rouge, Louisiana, USA"
1651,2022-10-07,New Orleans,Louisiana,"400 N Carrollton Ave, New Orleans, Louisiana, USA","New Orleans, Louisiana, USA"
1652,2022-10-07,Portland,Oregon,"SW 4th Ave and SW Washington St, Portland, Oregon, USA","Portland, Oregon, USA"
1653,2022-10-07,Jackson,Mississippi,"3210 US-80, Jackson, Mississippi, USA","Jackson, Mississippi, USA"
1654,2022-10-07,Pixley,California,"Elm St and Lavonia Ave, Pixley, California, USA","Pixley, California, USA"
1655,2022-10-06,Minneapolis,Minnesota,"N Morgan Ave and N 30th Ave, Minneapolis, Minnesota, USA","Minneapolis, Minnesota, USA"
1656,2022-10-06,Zion (Beach Park),Illinois,"38100 block of N Loyola Ave, Zion (Beach Park), Illinois, USA","Zion (Beach Park), Illinois, USA"
1657,2022-10-06,Saucier,Mississippi,"21473 Adams Rd, Saucier, Mississippi, USA","Saucier, Mississippi, USA"
1658,2022-10-06,Gautier,Mississippi,"Whitewood Dr, Gautier, Mississippi, USA","Gautier, Mississippi, USA"
1659,2022-10-06,Owensboro,Kentucky,"2700 block of W 10th St, Owensboro, Kentucky, USA","Owensboro, Kentucky, USA"
1660,2022-10-06,San Antonio,Texas,"11900 Bammel Ln, San Antonio, Texas, USA","San Antonio, Texas, USA"
1661,2022-10-06,Joshua,Texas,"1700 block of Don Lee Rd, Joshua, Texas, USA","Joshua, Texas, USA"
1662,2022-10-06,Milwaukee,Wisconsin,"5112 N 85th St, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
1663,2022-10-06,Lancaster,South Carolina,"Cedar St, Lancaster, South Carolina, USA","Lancaster, South Carolina, USA"
1664,2022-10-06,Muskegon,Michigan,"Ray St and E Holbrook Ave, Muskegon, Michigan, USA","Muskegon, Michigan, USA"
1665,2022-10-06,Akron (Newstead),New York,"8081 Greenbush Rd, Akron (Newstead), New York, USA","Akron (Newstead), New York, USA"
1666,2022-10-06,Birmingham,Alabama,"7559 Georgia Rd, Birmingham, Alabama, USA","Birmingham, Alabama, USA"
1667,2022-10-06,Philadelphia,Pennsylvania,"3400 block of Palethorp St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1668,2022-10-06,Toledo,Ohio,"Lagrange St and N Expressway Dr, Toledo, Ohio, USA","Toledo, Ohio, USA"
1669,2022-10-06,Birmingham (Center Point),Alabama,"1541 Charter E Cir NE, Birmingham (Center Point), Alabama, USA","Birmingham (Center Point), Alabama, USA"
1670,2022-10-06,Dearborn,Michigan,"22324 Michigan Ave, Dearborn, Michigan, USA","Dearborn, Michigan, USA"
1671,2022-10-06,Greenville,Ohio,"5059 Smith Rd, Greenville, Ohio, USA","Greenville, Ohio, USA"
1672,2022-10-06,Cleveland,Ohio,"1929 E 61st St, Cleveland, Ohio, USA","Cleveland, Ohio, USA"
1673,2022-10-06,Detroit,Michigan,"19000 block of Shields St, Detroit, Michigan, USA","Detroit, Michigan, USA"
1674,2022-10-06,Fresno,California,"1310 W Belmont Ave, Fresno, California, USA","Fresno, California, USA"
1675,2022-10-06,South Bend,Indiana,"Indiana Ave and Prairie Ave, South Bend, Indiana, USA","South Bend, Indiana, USA"
1676,2022-10-06,Houston,Texas,"12401 Overbrook Ln, Houston, Texas, USA","Houston, Texas, USA"
1677,2022-10-06,Houston,Texas,"5625 Antoine Dr, Houston, Texas, USA","Houston, Texas, USA"
1678,2022-10-06,Jacksonville,Florida,"10885 Harts Rd, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
1679,2022-10-06,Jonesboro,Georgia,"7900 block of Kendrick Rd, Jonesboro, Georgia, USA","Jonesboro, Georgia, USA"
1680,2022-10-06,Valdosta,Georgia,"1400 block of N St Augustine Rd, Valdosta, Georgia, USA","Valdosta, Georgia, USA"
1681,2022-10-06,Indianapolis,Indiana,"9000 block of E 38th Pl, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1682,2022-10-06,Indianapolis,Indiana,"700 block of N King Ave, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1683,2022-10-06,Chicago,Illinois,"1300 block of W 73rd St, Chicago, Illinois, USA","Chicago, Illinois, USA"
1684,2022-10-06,Savannah,Georgia,"525 Leonard Neal St, Savannah, Georgia, USA","Savannah, Georgia, USA"
1685,2022-10-06,Chicago,Illinois,"4700 block of S Green St, Chicago, Illinois, USA","Chicago, Illinois, USA"
1686,2022-10-06,Washington,District of Columbia,"1200 North Capitol St NW, Washington, District of Columbia, USA","Washington, District of Columbia, USA"
1687,2022-10-06,Chicago,Illinois,"10300 block of S Green St, Chicago, Illinois, USA","Chicago, Illinois, USA"
1688,2022-10-06,Harvey,Illinois,"180 block of W 154th St, Harvey, Illinois, USA","Harvey, Illinois, USA"
1689,2022-10-06,Othello,Washington,"Sylvan Dr and Rose Dr, Othello, Washington, USA","Othello, Washington, USA"
1690,2022-10-06,Cincinnati,Ohio,"1325 California Ave, Cincinnati, Ohio, USA","Cincinnati, Ohio, USA"
1691,2022-10-06,Greensboro,North Carolina,"700 block of Rollins St, Greensboro, North Carolina, USA","Greensboro, North Carolina, USA"
1692,2022-10-06,San Antonio,Texas,"E Houston St and N Polaris St, San Antonio, Texas, USA","San Antonio, Texas, USA"
1693,2022-10-06,Atlanta,Georgia,"2462 Scottridge Dr NW, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
1694,2022-10-06,Gulfport,Mississippi,"1016 Pass Rd, Gulfport, Mississippi, USA","Gulfport, Mississippi, USA"
1695,2022-10-06,Jackson,Mississippi,"4700 block of Norway Dr, Jackson, Mississippi, USA","Jackson, Mississippi, USA"
1696,2022-10-06,Independence,Missouri,"11100 E US-40, Independence, Missouri, USA","Independence, Missouri, USA"
1697,2022-10-05,Port Neches,Texas,"350 Twin City Hwy, Port Neches, Texas, USA","Port Neches, Texas, USA"
1698,2022-10-05,San Diego,California,"10900 block of Deering St, San Diego, California, USA","San Diego, California, USA"
1699,2022-10-05,Hot Springs National Park (Hot Springs),Arkansas,"600 block of School St, Hot Springs National Park (Hot Springs), Arkansas, USA","Hot Springs National Park (Hot Springs), Arkansas, USA"
1700,2022-10-05,Rockford,Illinois,"5th Ave and 12th St, Rockford, Illinois, USA","Rockford, Illinois, USA"
1701,2022-10-05,Smackover,Arkansas,"3000 block of Lisbon Rd, Smackover, Arkansas, USA","Smackover, Arkansas, USA"
1702,2022-10-05,Las Vegas,Nevada,"2100 block of Citrus Hills Ave, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1703,2022-10-05,Birch Run,Michigan,"6200 block of Rathbun Rd, Birch Run, Michigan, USA","Birch Run, Michigan, USA"
1704,2022-10-05,Buffalo,New York,"Shawnee Ave and Richlawn Ave, Buffalo, New York, USA","Buffalo, New York, USA"
1705,2022-10-05,Saint Louis,Missouri,"4100 block of Jennings Station Rd, Saint Louis, Missouri, USA","Saint Louis, Missouri, USA"
1706,2022-10-05,Denver,Colorado,"3100 block of Downing St, Denver, Colorado, USA","Denver, Colorado, USA"
1707,2022-10-05,Los Angeles (Hollywood),California,"W Carlos Ave and N Bronson Ave, Los Angeles (Hollywood), California, USA","Los Angeles (Hollywood), California, USA"
1708,2022-10-05,Piedmont,South Carolina,"1733 Piedmont Hwy, Piedmont, South Carolina, USA","Piedmont, South Carolina, USA"
1709,2022-10-05,Hartford,Connecticut,"8 Orange St, Hartford, Connecticut, USA","Hartford, Connecticut, USA"
1710,2022-10-05,Philadelphia,Pennsylvania,"1900 block of S 19th St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1711,2022-10-05,Memphis,Tennessee,"Park Ave and Prescott Rd, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
1712,2022-10-05,Orrington,Maine,"476 Swetts Pond Rd, Orrington, Maine, USA","Orrington, Maine, USA"
1713,2022-10-05,Colorado City,Colorado,"4700 block of Santa Fe Dr, Colorado City, Colorado, USA","Colorado City, Colorado, USA"
1714,2022-10-05,Milwaukee,Wisconsin,"2409 W Rogers St, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
1715,2022-10-05,Hayward,California,"300 block of West A St, Hayward, California, USA","Hayward, California, USA"
1716,2022-10-05,Decatur,Georgia,"2300 block of Wilkins Ct, Decatur, Georgia, USA","Decatur, Georgia, USA"
1717,2022-10-05,Baltimore,Maryland,"2800 block of Edmondson Ave, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
1718,2022-10-05,Baltimore,Maryland,"3000 block of Pinewood Ave, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
1719,2022-10-05,Miami,Florida,"NW 92nd St and NW 25th Ave, Miami, Florida, USA","Miami, Florida, USA"
1720,2022-10-05,Indianapolis,Indiana,"2200 block of E 38th St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1721,2022-10-05,Indianapolis,Indiana,"200 block of N Addison St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1722,2022-10-05,Lawrenceville,Georgia,"5900 Sugarloaf Pkwy, Lawrenceville, Georgia, USA","Lawrenceville, Georgia, USA"
1723,2022-10-05,Enterprise,Alabama,"600 Boll Weevil Cir, Enterprise, Alabama, USA","Enterprise, Alabama, USA"
1724,2022-10-05,Indianapolis,Indiana,"2600 block of Hillside Ave, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1725,2022-10-05,North Charleston,South Carolina,"3611 Peppertree Ln, North Charleston, South Carolina, USA","North Charleston, South Carolina, USA"
1726,2022-10-05,Harker Heights,Texas,"900 block of Indian Trl, Harker Heights, Texas, USA","Harker Heights, Texas, USA"
1727,2022-10-05,Akron,Ohio,"2300 block of E Waterloo Rd, Akron, Ohio, USA","Akron, Ohio, USA"
1728,2022-10-05,Baytown,Texas,"2000 block of Tri City Beach Rd, Baytown, Texas, USA","Baytown, Texas, USA"
1729,2022-10-05,Corrigan,Texas,"Reily Village, Corrigan, Texas, USA","Corrigan, Texas, USA"
1730,2022-10-05,Taos,New Mexico,"307 La Luz Dr, Taos, New Mexico, USA","Taos, New Mexico, USA"
1731,2022-10-05,Akron,Ohio,"600 block of Sumner St, Akron, Ohio, USA","Akron, Ohio, USA"
1732,2022-10-05,Tucson,Arizona,"1133 E James E Rodgers Way, Tucson, Arizona, USA","Tucson, Arizona, USA"
1733,2022-10-05,Claremore,Oklahoma,"I-44, Claremore, Oklahoma, USA","Claremore, Oklahoma, USA"
1734,2022-10-05,Jackson,Mississippi,"1000 block of Stuart St, Jackson, Mississippi, USA","Jackson, Mississippi, USA"
1735,2022-10-05,Houston,Texas,"12320 Bellaire Blvd, Houston, Texas, USA","Houston, Texas, USA"
1736,2022-10-05,Breaux Bridge,Louisiana,"1000 block of Madeline Blvd E, Breaux Bridge, Louisiana, USA","Breaux Bridge, Louisiana, USA"
1737,2022-10-05,Mobile,Alabama,"1500 block of Navco Rd, Mobile, Alabama, USA","Mobile, Alabama, USA"
1738,2022-10-04,Champaign,Illinois,"N Third St and Bradley Ave, Champaign, Illinois, USA","Champaign, Illinois, USA"
1739,2022-10-04,New Orleans,Louisiana,"300 block of Andrew Higgins Dr, New Orleans, Louisiana, USA","New Orleans, Louisiana, USA"
1740,2022-10-04,Walker,Louisiana,"Travis St and Jim Tilley St, Walker, Louisiana, USA","Walker, Louisiana, USA"
1741,2022-10-04,Oakland,California,"4000 block of Everett Ave, Oakland, California, USA","Oakland, California, USA"
1742,2022-10-04,Kansas City,Kansas,"400 Troup Ave, Kansas City, Kansas, USA","Kansas City, Kansas, USA"
1743,2022-10-04,Boston,Massachusetts,"38 Westville St, Boston, Massachusetts, USA","Boston, Massachusetts, USA"
1744,2022-10-04,Oklahoma City,Oklahoma,"2516 SE 47th St, Oklahoma City, Oklahoma, USA","Oklahoma City, Oklahoma, USA"
1745,2022-10-04,Porterville (Woodville),California,"Rd 168 and Ave 168, Porterville (Woodville), California, USA","Porterville (Woodville), California, USA"
1746,2022-10-04,Gilbert,South Carolina,"700 block of Haskell Rd, Gilbert, South Carolina, USA","Gilbert, South Carolina, USA"
1747,2022-10-04,Houston,Texas,"11500 block of Southwest Fwy, Houston, Texas, USA","Houston, Texas, USA"
1748,2022-10-04,Houston,Texas,"2510 Berry Rd, Houston, Texas, USA","Houston, Texas, USA"
1749,2022-10-04,Charleston,West Virginia,"1305 Adele St, Charleston, West Virginia, USA","Charleston, West Virginia, USA"
1750,2022-10-04,Roxboro,North Carolina,"1700 block of Wall St, Roxboro, North Carolina, USA","Roxboro, North Carolina, USA"
1751,2022-10-04,Charlotte,North Carolina,"9325 Center Lake Dr, Charlotte, North Carolina, USA","Charlotte, North Carolina, USA"
1752,2022-10-04,Los Fresnos,Texas,"FM 1575, Los Fresnos, Texas, USA","Los Fresnos, Texas, USA"
1753,2022-10-04,Pensacola,Florida,"100 block of Payne Rd, Pensacola, Florida, USA","Pensacola, Florida, USA"
1754,2022-10-04,Indianapolis,Indiana,"3700 block of N Tacoma Ave, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1755,2022-10-04,Eagle Pass,Texas,,"Eagle Pass, Texas, USA"
1756,2022-10-04,Lansing,Michigan,"2000 block of W Malcom X St, Lansing, Michigan, USA","Lansing, Michigan, USA"
1757,2022-10-04,Columbus,Ohio,"684 E Morrill Ave, Columbus, Ohio, USA","Columbus, Ohio, USA"
1758,2022-10-04,San Antonio,Texas,"11400 block of Bald Mountain Dr, San Antonio, Texas, USA","San Antonio, Texas, USA"
1759,2022-10-04,Chicago,Illinois,"12200 block of S Parnell Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
1760,2022-10-04,Columbus,Ohio,"1035 Atcheson St, Columbus, Ohio, USA","Columbus, Ohio, USA"
1761,2022-10-04,Polk City,Florida,"4345 Foxtown S, Polk City, Florida, USA","Polk City, Florida, USA"
1762,2022-10-04,Decatur,Georgia,"4806 Covington Hwy, Decatur, Georgia, USA","Decatur, Georgia, USA"
1763,2022-10-04,Little Rock,Arkansas,"11700 block of Doe Run Dr, Little Rock, Arkansas, USA","Little Rock, Arkansas, USA"
1764,2022-10-04,Philadelphia,Pennsylvania,"Ogontz Ave and Stenton Ave, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1765,2022-10-04,Philadelphia,Pennsylvania,"N Broad St and W Venango St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1766,2022-10-04,Lafayette,Louisiana,"200 block of Tournoir Dr, Lafayette, Louisiana, USA","Lafayette, Louisiana, USA"
1767,2022-10-04,Springfield,Oregon,"6100 block of Graystone Loop, Springfield, Oregon, USA","Springfield, Oregon, USA"
1768,2022-10-04,Bismarck,North Dakota,"200 block of E Arbor Ave, Bismarck, North Dakota, USA","Bismarck, North Dakota, USA"
1769,2022-10-04,Pleasantville,New Jersey,"200 block of 4th St, Pleasantville, New Jersey, USA","Pleasantville, New Jersey, USA"
1770,2022-10-04,El Paso,Texas,"12245 Pine Springs Dr, El Paso, Texas, USA","El Paso, Texas, USA"
1771,2022-10-04,Waynesboro,Mississippi,,"Waynesboro, Mississippi, USA"
1772,2022-10-04,Jacksonville,Arkansas,"1700 block of Pinon Ln, Jacksonville, Arkansas, USA","Jacksonville, Arkansas, USA"
1773,2022-10-04,Indio,California,"44400 block of Palm St, Indio, California, USA","Indio, California, USA"
1774,2022-10-04,Bernalillo,New Mexico,"1039 Bosque Loop, Bernalillo, New Mexico, USA","Bernalillo, New Mexico, USA"
1775,2022-10-04,Waterbury,Connecticut,"225 Bishop St, Waterbury, Connecticut, USA","Waterbury, Connecticut, USA"
1776,2022-10-04,Indianapolis,Indiana,"5345 E Washington St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1777,2022-10-03,Camarillo,California,,"Camarillo, California, USA"
1778,2022-10-03,Gary,Indiana,"2900 block of W 11th Ave, Gary, Indiana, USA","Gary, Indiana, USA"
1779,2022-10-03,Houston,Texas,"9601 W Montgomery Rd, Houston, Texas, USA","Houston, Texas, USA"
1780,2022-10-03,Placerville,California,"Mossy Oak Trail, Placerville, California, USA","Placerville, California, USA"
1781,2022-10-03,Mobile,Alabama,"2000 block of Jones Ln, Mobile, Alabama, USA","Mobile, Alabama, USA"
1782,2022-10-03,Fresno,California,"5300 block of W Ramona Ave, Fresno, California, USA","Fresno, California, USA"
1783,2022-10-03,Peoria,Illinois,"S MacArthur Hwy and W McBean St, Peoria, Illinois, USA","Peoria, Illinois, USA"
1784,2022-10-03,Dos Palos,California,"Indiana Rd and Hutchins Rd, Dos Palos, California, USA","Dos Palos, California, USA"
1785,2022-10-03,Oxnard,California,"700 block of Cooper Rd, Oxnard, California, USA","Oxnard, California, USA"
1786,2022-10-03,Los Angeles,California,"700 block of S New Hampshire Ave, Los Angeles, California, USA","Los Angeles, California, USA"
1787,2022-10-03,Fayette,Mississippi,"205 MLK Rd, Fayette, Mississippi, USA","Fayette, Mississippi, USA"
1788,2022-10-03,Orlando,Florida,"6900 block of Silver Star Rd, Orlando, Florida, USA","Orlando, Florida, USA"
1789,2022-10-03,Waukegan,Illinois,"1300 block of Chestnut St, Waukegan, Illinois, USA","Waukegan, Illinois, USA"
1790,2022-10-03,Deer Park,New York,"251 B Skidmore Rd, Deer Park, New York, USA","Deer Park, New York, USA"
1791,2022-10-03,Rochester,New York,"Finch St and Driving Park Ave, Rochester, New York, USA","Rochester, New York, USA"
1792,2022-10-03,Hayward,California,"25000 block of Carlos Bee Blvd, Hayward, California, USA","Hayward, California, USA"
1793,2022-10-03,Charlotte,North Carolina,"3807 Statesville Ave, Charlotte, North Carolina, USA","Charlotte, North Carolina, USA"
1794,2022-10-03,Mound Valley,Kansas,,"Mound Valley, Kansas, USA"
1795,2022-10-03,West Jordan,Utah,"4700 W block of Colander Dr, West Jordan, Utah, USA","West Jordan, Utah, USA"
1796,2022-10-03,Minneapolis,Minnesota,"2600 block of Fremont Ave N, Minneapolis, Minnesota, USA","Minneapolis, Minnesota, USA"
1797,2022-10-03,Carbondale,Illinois,"700 block of S Lewis Ln, Carbondale, Illinois, USA","Carbondale, Illinois, USA"
1798,2022-10-03,Flint,Michigan,"900 block of Root St, Flint, Michigan, USA","Flint, Michigan, USA"
1799,2022-10-03,Pontiac,Michigan,"200 block of High St, Pontiac, Michigan, USA","Pontiac, Michigan, USA"
1800,2022-10-03,Nottingham,Maryland,"1 Waldmann Mill Ct, Nottingham, Maryland, USA","Nottingham, Maryland, USA"
1801,2022-10-03,Las Vegas,Nevada,"800 block of N Rancho Dr, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1802,2022-10-03,Orlando,Florida,"6200 W Colonial Dr, Orlando, Florida, USA","Orlando, Florida, USA"
1803,2022-10-03,Indianapolis,Indiana,"Langley Ave and Holloway Ave, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
1804,2022-10-03,Dallas,Texas,"2400 Lagow St, Dallas, Texas, USA","Dallas, Texas, USA"
1805,2022-10-03,Pittsburgh,Pennsylvania,"Ft. Duquesne Blvd and Maddox Plc, Pittsburgh, Pennsylvania, USA","Pittsburgh, Pennsylvania, USA"
1806,2022-10-03,Philadelphia,Pennsylvania,"5800 block of Angora Ter, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1807,2022-10-03,Mocksville,North Carolina,"109 Willhaven Dr, Mocksville, North Carolina, USA","Mocksville, North Carolina, USA"
1808,2022-10-03,Philadelphia,Pennsylvania,"1900 block of E Wishart St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
1809,2022-10-03,Pasadena,Texas,"5200 block of Cedarcrest Dr, Pasadena, Texas, USA","Pasadena, Texas, USA"
1810,2022-10-03,Jonesboro,Arkansas,"1700 block of Irby St, Jonesboro, Arkansas, USA","Jonesboro, Arkansas, USA"
1811,2022-10-03,Shreveport,Louisiana,"5604 Hearne Ave, Shreveport, Louisiana, USA","Shreveport, Louisiana, USA"
1812,2022-10-03,Hartford,Connecticut,"1429 Park St, Hartford, Connecticut, USA","Hartford, Connecticut, USA"
1813,2022-10-03,San Diego,California,"1600 block of Dahlia Ave, San Diego, California, USA","San Diego, California, USA"
1814,2022-10-03,Sacramento,California,"Elder Creek Rd, Sacramento, California, USA","Sacramento, California, USA"
1815,2022-10-03,Oakland,California,"1300 block of Kirkham St, Oakland, California, USA","Oakland, California, USA"
1816,2022-10-03,Alma,Arkansas,"Sunny Slope Dr, Alma, Arkansas, USA","Alma, Arkansas, USA"
1817,2022-10-03,East Orange,New Jersey,"18 Lincoln St, East Orange, New Jersey, USA","East Orange, New Jersey, USA"
1818,2022-10-03,Long Beach,California,"3300 block of Andy St, Long Beach, California, USA","Long Beach, California, USA"
1819,2022-10-02,Las Vegas,Nevada,"E Tropicana Ave and S Nellis Blvd, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
1820,2022-10-02,Gould,Arkansas,"103 Pope St, Gould, Arkansas, USA","Gould, Arkansas, USA"
1821,2022-10-02,Houston,Texas,"13115 Whittington Dr, Houston, Texas, USA","Houston, Texas, USA"
